chief_complaint_id,n_body_areas,body_areas_list,n_symptoms,symptoms_list,n_diff_dx,diff_dx_list
293,1.0,Head,1.0,Headache and weakness,23.0,"Carbon monoxide poisoning (odorless, poisonous gas),Cerebral contusion (bruise of brain),Cerebral vascular accident (stroke),Epidural hematoma (bleeding around brain or spine),Head injury,Heat stroke,Meningioma (brain tumor),Subarachnoid hemorrhage (brain bleeding),Subdural hematoma (bleeding on brain),West Nile virus infection (mosquito-transmitted illness),Brain arteriovenous malformation (blood vessel abnormality in the brain, AVM),Carotid artery dissection (neck artery tear),Cavernous sinus aneurysm (head vein dilation),Cavernous sinus thrombosis (head vein blood clot),Cavernous sinus tumor (head vein cancer),Cerebellar hemorrhage (bleeding in back of brain),Cerebral aneurysm (brain artery dilation),Hydrocephalus (brain fluid build-up),Lupus (systemic lupus erythematosus, SLE),Lyme disease (bacterial infection from ticks),Ramsay Hunt syndrome (viral infection causing facial weakness),Vertebral artery dissection (neck artery tear),Astrocytoma (brain tumor)"
294,1.0,Head,1.0,Confusion and headache,27.0,"Carbon monoxide poisoning (odorless, poisonous gas),Concussion,Encephalitis (brain infection),Epidural hematoma (bleeding around brain or spine),Hydrocephalus (brain fluid build-up),Hypertensive emergency (severely high blood pressure),Meningitis (spinal fluid infection),Pseudotumor cerebri (increased pressure in the skull),Subarachnoid hemorrhage (brain bleeding),Altitude illness,Astrocytoma (brain tumor),Basilar skull fracture (broken skull),Brain abscess (collection of pus in the brain),Brain arteriovenous malformation (blood vessel abnormality in the brain, AVM),Cerebral aneurysm (brain artery dilation),Cerebral contusion (bruise of brain),Epidural abscess (brain or spine pus collection),Meningioma (brain tumor),Rabies (deadly viral illness transmitted by animals),Increased pressure in the skull (raised intracranial pressure),Reyes syndrome (rare liver and brain swelling),Skull fracture (broken bone),Subdural hematoma (bleeding on brain),Tick borne encephalitis (brain infection),Typhoid fever (salmonella typhi infection from contaminated food or water),West Nile virus infection (mosquito-transmitted illness),Brain tumor (cancer of the brain)"
295,1.0,Chest,1.0,Nipple discharge,14.0,"Breast abscess (collection of pus in the breast),Breast fat necrosis (dead breast fat),Fibrocystic breasts (breast lumpiness),Breast fibroadenoma (benign breast lumps),Pregnancy,Paget disease of the nipple (rare breast cancer),Chest trauma (injury),Medication reaction,Breast cancer (tumor),Pituitary tumor,Mastitis (breast infection inflammation),Invasive ductal carcinoma,Triple negative breast cancer,Ductal carcinoma in situ (DCIS, breast cancer)"
3,1.0,Skin,2.0,"Abscess (Collection of pus),Boil (Furuncle)",17.0,"Anorectal (perirectal) abscess,Brain abscess (collection of pus in the brain),Breast abscess (collection of pus in the breast),Skin abscess (collection of pus),Dental abscess (tooth infection),Epidural abscess (brain or spine pus collection),Finger pulp infection (felon),Liver abscess (collection of pus),Lung abscess (collection of pus),Peritonsillar abscess (collection of pus around tonsils),Retropharyngeal abscess (throat abscess),Spinal abscess (collection of spinal pus),Pilonidal cyst (fluid filled sac on tailbone),Methicillin-resistant Staphylococcus aureus (MRSA, type of bacteria),Staphylococcus aureus (type of bacteria),Carbuncle,Foot ulcer"
30,1.0,Other,1.0,Fever in the returning traveler,34.0,"Amebiasis (ameba infection),Campylobacter infection (intestinal bacterial infection),Chagas disease (trypanosomiasis),Cholera (intestinal bacterial infection),Dengue fever (tropical mosquito borne illness),E. coli infection (Escherichia coli, bacterial infection),Encephalitis (brain infection),Filariasis (elephantiasis),Giardiasis (giardia infection),Hantavirus infection (rare, serious viral infection),Hepatitis (liver inflammation),Legionellosis (Legionnaires' disease),Leishmaniasis (parasitic infection, kala azar),Leptospirosis (bacterial infection),Lyme disease (bacterial infection from ticks),Malaria (mosquito transmitted illness),Norovirus infection (viral diarrhea, Norwalk virus)),Onchocerciasis (river blindness),Plague (bubonic plague, bacteria yersinia infection),Rickettsial infections (type of bacterial infection),Rotavirus infection (intestinal viral infection),Severe Acute Respiratory Syndrome (SARS, serious viral pneumonia),Schistosomiasis (parasite infection),Shigellosis (bacterial intestinal infection),Smallpox (Variola virus infection),Tuberculosis infection (TB),Typhoid fever (salmonella typhi infection from contaminated food or water),Vibrio parahaemolyticus infection (bacterial infection from shellfish),Viral hemorrhagic fevers (Ebola, Lassa),West Nile virus infection (mosquito-transmitted illness),Yellow fever (viral hemorrhagic fever),Chikungunya (viral illness from mosquitoes),Japanese encephalitis (viral brain infection),Brucellosis (bacterial infection spread from animals)"
301,,,1.0,Shoulder stiffness or tightness,17.0,"Contusion (bruise, ecchymosis),Sprain (stretched, torn ligament),Rotator cuff syndrome (shoulder injury),Muscle strain (pulled muscle),Muscle and ligament inflammation (enthesopathy),Muscle tear,Bursitis (inflammation of joint cushion),Arthritis (joint inflammation),Ligament sprain (connection between two bones),Ligament tear (connection between two bones),Tendonitis (tendon inflammation),Shoulder sprain,Frozen shoulder (adhesive capsulitis of shoulder),Brachial plexus injury (shoulder nerve injury),Polymyalgia rheumatica (PMR, muscle and joint disorder),AC (acromioclavicular) joint separation,Reflex sympathetic dystrophy (complex pain syndrome)"
303,,,1.0,Arm stiffness or tightness,14.0,"Sprain (stretched, torn ligament),Contusion (bruise, ecchymosis),Tendonitis (tendon inflammation),Muscle strain (pulled muscle),Ligament sprain (connection between two bones),Deep venous thrombosis (DVT, venous blood clot),Lymphangitis (lymph tissue inflammation),Muscle and ligament inflammation (enthesopathy),Bursitis (inflammation of joint cushion),Cervical spine stenosis (narrowing of spinal canal),Tenosynovitis (tendon sheath inflammation),Ligament tear (connection between two bones),Golfer's elbow (medial epicondylitis of elbow),Muscle spasm (charley horse)"
304,,,1.0,High blood pressure,30.0,"Hypertension (high blood pressure),Alcohol (ethanol) abuse,Hypertensive emergency (severely high blood pressure),Polycystic kidney disease (inherited kidney disorder),Pseudotumor cerebri (increased pressure in the skull),Drug withdrawal syndrome,Drug overdose,Renal artery stenosis (kidney artery narrowing),Pheochromocytoma (adrenal gland tumor),Hyperthyroidism (elevated thyroid hormone),Fibromyalgia (chronic pain disorder),Sleep apnea (chronic sleep disruption),Gestational hypertension (high blood pressure in pregnancy),Preeclampsia (toxemia of pregnancy),Hyperparathyroidism (elevated parathyroid hormone levels),Coarctation of aorta (narrowing of the aorta),Medication reaction,Cushing disease (excessive pituitary gland hormones),Anxiety,Anxiety disorder (generalized anxiety disorder, GAD),Panic disorder,Stress headache (tension headache),Headache,Tension headache (stress headache),Cluster headache (one-sided headache behind the eye),Blood vessel headache,Migraine (type of headache),Complex migraine (migraine with neurologic changes),Heart attack (acute myocardial infarction, AMI),White coat hypertension (elevated blood pressure at doctor's office)"
306,,,1.0,High blood sugar,19.0,"Diabetes (high blood sugar),Diabetes mellitus type 1 (elevated blood sugar),Diabetes mellitus type 2 (elevated blood sugar),Polycystic ovarian syndrome (PCOS, female hormonal disorder),Medication reaction,Obesity,Cushing disease (excessive pituitary gland hormones),Pancreatic cancer (tumor),Diabetic ketoacidosis (DKA, a complication of poorly controlled diabetes),Diabetic retinopathy (diabetic eye disease),Hyperosmolar hyperglycemic state (severely elevated glucose level),Diabetic neuropathy (nerve damage),Prediabetes (high blood sugar),Gestational diabetes (diabetes during pregnancy),Double diabetes (hybrid diabetes),Pancreas inflammation (pancreatitis, chronic),Dehydration,Trauma,Diabetic nephropathy (diabetes and kidney disease)"
31,1.0,Other,1.0,Fever of unknown origin,14.0,"Viral infections,Bacterial infection,Fungal infections,Parasite infections,Cancer (tumor),Inflammatory conditions,Autoimmune conditions,Ewing's sarcoma (cancer),Extragonadal germ cell tumors,Fallopian tube cancer,Gallbladder and bile duct cancer,Large cell lung cancer,Malignant Mesothelioma,Polyarteritis Nodosa (PAN)"
32,1.0,Abdomen,2.0,"Flank pain,Side pain",26.0,"Abdominal aortic aneurysm (enlarged major blood vessel),Cholecystitis (inflammation of the gallbladder),Cholelithiasis (gallstones),Crohn's disease (regional enteritis, Crohn's colitis, intestinal inflammation),Colonic diverticulitis (inflammation of pouches in the large intestine),Kidney stone (nephrolithiasis),Pyelonephritis (kidney infection),Retroperitoneal hemorrhage (flank bleeding),Ulcerative colitis (large intestine inflammation),Bladder infection (cystitis, UTI, urinary tract infection),Appendicitis,Back trauma (injury),Fibromyalgia (chronic pain disorder),Kidney cancer (tumor),Myocardial infarction (heart attack),Pleuritis (inflammation of the lung's lining, pleurisy),Pneumonia (lung infection),Polycystic kidney disease (inherited kidney disorder),Renal infarct (kidney damage from an area of blocked blood flow),Renal trauma (kidney trauma),Renal vein thrombosis (kidney vein clot),Rib fracture (broken bone),Shingles (herpes zoster),Muscle strain (pulled muscle),Spleen injury (splenic rupture),Hydronephrosis"
33,1.0,Pelvis,1.0,Frequent urination (Frequency),15.0,"Benign prostatic hyperplasia (prostate enlargement),Bladder cancer,Bladder stone, urinary,Cystocele (bladder hernia),Neisseria gonorrhea infection (sexually transmitted disease),Kidney stone (nephrolithiasis),Prostate cancer (male anatomy cancer),Prostatitis (prostate inflammation),Pyelonephritis (kidney infection),Urethritis (infection of urethra),Bladder infection (cystitis, UTI, urinary tract infection),Urinary tract malformation,Diabetes (high blood sugar),Interstitial cystitis (bladder inflammation),Hydronephrosis"
34,1.0,Hands,,,13.0,"Arthritis (joint inflammation),Cellulitis (skin infection),Contusion (bruise, ecchymosis),Dislocation (joint out of place),Gout (uric acid crystals in the joint causing inflammation),Laceration (skin cut),Mallet finger (finger tendon rupture),Paronychia (infection around the nail),Subungual hematoma (blood under nail),Tendonitis (tendon inflammation),Tenosynovitis (tendon sheath inflammation),Finger fracture (broken finger),Puncture wound, finger"
35,1.0,Feet,1.0,Foot pain,27.0,"Calluses and corns,Cellulitis (skin infection),Compartment syndrome (increased pressure inside muscles),Fallen arches (flat feet, pes planus),Gout (uric acid crystals in the joint causing inflammation),Bunion of big toe (hallux valgus),Hammer toes (toe deformity),Peripheral neuropathy (nerve damage),Plantar fasciitis (inflammation of tissue at the bottom of the foot),Plantar wart (human papilloma virus infection, foot warts),Puncture wound,Sprain (stretched, torn ligament),Tarsal tunnel syndrome (foot nerve damage),Tendonitis (tendon inflammation),Muscle spasm (charley horse),Foot fracture (broken foot),Sever's disease (calcaneal apophysitis, common cause of heel pain),Frostbite (tissue damage from cold),Trench foot (immersion foot),Muscle tear,Flat feet (pes planus),Heel spur,Bone cancer (bone tumor),Sarcoma (soft tissue cancer),Diabetic neuropathy (nerve damage),Foot sprain,Foot ulcer"
36,1.0,Head,2.0,"Cranky, crying, fussy, irritable child,Crying baby",32.0,"Child abuse,Aphthous ulcers (mouth stomatitis),Arrhythmia (abnormal heart rhythm),Colic (prolonged infant crying episodes),Dental eruption (appearance of new tooth),Fracture (broken bone),Gastroenteritis (intestinal infection),Intussusception (telescoping intestine),Meningitis (spinal fluid infection),Sepsis (serious blood infection),Strangulation of genitalia (constriction of genital blood supply),Subdural hematoma (bleeding on brain),Ear infection, middle ear (otitis media),Upper respiratory tract infection (URI, common cold),Bladder infection (cystitis, UTI, urinary tract infection),Acidosis (excessive acid in the body),Bronchiolitis (bronchial tube inflammation),Constipation,Contact dermatitis (contact skin irritation),Gastritis (stomach inflammation),Gastroesophageal reflux (GERD, heartburn),Malabsorption syndrome (abnormal intestinal digestion),Thrush (oral candidiasis),Pharyngitis (throat infection),Serum sickness (abnormal immune system response),Torticollis, spasmodic (neck muscle spasm),Viral infections,Croup (upper airway inflammation),Impetigo (bacterial skin infection),Scabies (skin disease caused by mites),Vaginal yeast (fungal) infection,Teething"
37,4.0,"Pelvis,Abdomen,Hips,Lower Back",1.0,Groin pain,42.0,"Femoral artery aneurysm (dilation of leg artery),Inguinal hernia (groin hernia),Femoral hernia (groin hernia),Enlarged lymph nodes (lymphadenopathy),Kidney stone (nephrolithiasis),Ligament sprain (connection between two bones),Deep venous thrombosis (DVT, venous blood clot),Appendicitis,Aseptic joint effusion (fluid in a joint),Aseptic necrosis of bone (bone death and destruction),Back trauma (injury),Bladder stone, urinary,Bursitis (inflammation of joint cushion),Cellulitis (skin infection),Chronic pain,Colonic diverticulitis (inflammation of pouches in the large intestine),Constipation,Contusion (bruise, ecchymosis),Discitis (spinal disk inflammation),Extremity trauma (leg or arm injury),Fibroid (uterine muscle tumor),Fibromyalgia (chronic pain disorder),Gastroenteritis (intestinal infection),Herniated disc (slipped disc, ruptured disc),Hip fracture (broken hip),Osteoarthritis (bone inflammation),Ovarian cyst (female organ fluid collection),Pelvic inflammatory disease (PID, female reproductive organ infection),Polycystic kidney disease (inherited kidney disorder),Pyelonephritis (kidney infection),Sciatica (lower back nerve irritation),Septic arthritis (joint infection),Shingles (herpes zoster),Muscle strain (pulled muscle),Urethritis (infection of urethra),Bladder infection (cystitis, UTI, urinary tract infection),Urine retention (inability to urinate),Muscle spasm (charley horse),Ascites (fluid in the abdomen),Obesity,Post herpetic neuralgia (nerve pain after shingles),Synovitis (inflammation of joint lining)"
38,1.0,Head,1.0,Delusions or hallucinations,18.0,"Alcohol withdrawal syndrome (mild),Amphetamine abuse,Bipolar disorder (manic depressive disorder),Magic mushroom ingestion (psilocybin),Schizophrenia (chronic impaired reality perception),Temporal lobe epilepsy (non-convulsive seizure),Adjustment disorder (poor adjustment to life stressor),Alcoholism,Anxiety disorder (generalized anxiety disorder, GAD),Cocaine abuse,Depression (excessive sadness),Drug reaction,Major depressive disorder (severe depression),Post-traumatic stress disorder (PTSD),Prescription drug abuse,Schizoaffective disorder (features of schizophrenia and mood disorder),Hepatic encephalopathy (confusion from liver failure),Delusional disorder"
